reserva_id,codigo_reserva,numero_ticket,vuelo_id,pasaporte_comprador,nombre_comprador,nacionalidad_comprador,fecha_nacimiento_comprador,numero_asiento,clase,comida_y_maleta,pasaporte_pasajero,nombre_pasajero,nacionalidad_pasajero,fecha_nacimiento_pasajero
3887,NCY5615-3887,2433,116,V03976673,Mark Greene,Chilena,09-12-1998,27,Ejecutiva,VERDADERO,G96421276,Alexander Martin,Estadounidense,24-04-1980
3396,ADC6283-3396,2806,127,H44001820,Ann Robertson,Venezolana,27-04-1998,13,Economica,FALSO,H44001820,Ann Robertson,Venezolana,27-04-1998
2339,MPH1782-2339,3174,118,D64763364,James Johnson,Chilena,09-06-1994,14,Primera clase,FALSO,G15489494,Anthony Francis,Argentina,13-02-1988
1016,UAN2468-1016,2975,99,F09235820,Katrina Frye,Chilena,11-10-1995,13,Economica,FALSO,D39176940,Patrick Choi,Chilena,26-06-1985
1430,MPH1782-1430,2725,118,L56496275,Cheryl Bolton,Uruguaya,16-12-1972,4,Economica,FALSO,P84627985,Meghan Davis,Chilena,15-11-1970
2414,ADC8249-2414,8608,119,D46250570,Michael Mcdaniel,Venezolana,04-11-1994,26,Economica,VERDADERO,D46250570,Michael Mcdaniel,Venezolana,04-11-1994
2029,AZI6476-2029,5120,101,J34719947,Heather Scott,Estadounidense,02-05-1973,4,Economica,FALSO,F69466449,Jennifer Eaton,Chilena,29-08-1995
1080,LUD5927-1080,9560,102,R56995721,David Keller,Venezolana,24-07-1975,28,Ejecutiva,FALSO,R56995721,David Keller,Venezolana,24-07-1975
3951,MPH1782-3951,4102,118,C59429415,Brian Garcia,Chilena,20-04-1992,27,Economica,VERDADERO,S05106445,Gregory Andrade,Mexicana,20-12-1984
3293,ADC8249-3293,3081,119,C59429415,Brian Garcia,Chilena,20-04-1992,27,Ejecutiva,VERDADERO,C63211080,Brian Mitchell,Chilena,04-05-1983
3543,LAW6318-3543,6020,96,N55362278,Laura Marshall,Chilena,19-05-1991,24,Ejecutiva,FALSO,N55362278,Laura Marshall,Chilena,19-05-1991
2123,IBE2338-2123,1340,104,J46610530,Andrew Torres,Alemana,01-12-1981,18,Economica,VERDADERO,V79731274,Corey Elliott,Venezolana,04-10-1979
3752,UCA4751-3752,9750,107,Z09262256,Joseph Wilson,Uruguaya,28-07-1993,27,Economica,FALSO,N47846939,John Lee,Italiana,25-01-1996
3591,LAT5532-3591,5408,100,P11550487,Maria Perez,Francesa,11-08-1996,3,Economica,FALSO,P11550487,Maria Perez,Francesa,11-08-1996
3463,LAT2175-3463,6990,132,V79731274,Corey Elliott,Venezolana,04-10-1979,24,Primera clase,FALSO,F23633774,Amanda Ruiz,Francesa,09-07-1977
444,KAI3589-0444,5552,115,X66304032,Victoria Odom,Francesa,04-12-1986,4,Economica,FALSO,J76795477,Mikayla White,Argentina,30-09-1984
3298,LUD7177-3298,2781,121,C59429415,Brian Garcia,Chilena,20-04-1992,9,Ejecutiva,VERDADERO,O85238546,Sheri Mcdonald,Argentina,14-03-1984
4247,UAN2468-4247,4209,99,N49905893,Emma Scott,Chilena,29-07-1989,21,Economica,VERDADERO,Y13424296,Katherine Perez,Mexicana,29-07-1978
3339,EAL7933-3339,2938,123,N47846939,John Lee,Italiana,25-01-1996,30,Economica,FALSO,J47009281,Susan Stewart MD,Estadounidense,08-02-1997
3832,KEA7139-3832,705,113,J47009281,Susan Stewart MD,Estadounidense,08-02-1997,26,Economica,FALSO,F69466449,Jennifer Eaton,Chilena,29-08-1995
1722,LRC9669-1722,2755,130,N07672370,Kevin Wilson,Uruguaya,11-09-1986,1,Primera clase,FALSO,C63211080,Brian Mitchell,Chilena,04-05-1983
3376,XLE3285-3376,5335,125,T72132858,Kathy Luna,Chilena,13-07-1990,8,Economica,VERDADERO,T72132858,Kathy Luna,Chilena,13-07-1990
181,BTA9626-0181,1805,103,F89276118,Todd Wilkins,Italiana,30-01-1991,4,Ejecutiva,FALSO,F89276118,Todd Wilkins,Italiana,30-01-1991
3421,LRC9669-3421,9048,130,B30315997,Tina Shaw,Estadounidense,26-10-1996,17,Primera clase,VERDADERO,S03830222,Amanda Andrade,Italiana,06-11-1993
4186,LAT2175-4186,3100,132,T33834498,Alejandro Allen,Chilena,20-05-1992,14,Economica,FALSO,T33834498,Alejandro Allen,Chilena,20-05-1992
945,LAW1134-0945,9315,97,N15841852,John Mcneil,Chilena,15-06-1981,7,Economica,VERDADERO,N15841852,John Mcneil,Chilena,15-06-1981
2739,LAT5532-2739,5390,100,R17782317,Zachary Davenport,Venezolana,29-12-1971,14,Economica,FALSO,R17782317,Zachary Davenport,Venezolana,29-12-1971
3591,LAT5532-3591,1970,100,P11550487,Maria Perez,Francesa,11-08-1996,5,Economica,FALSO,G69357980,Jerry Park,Argentina,28-06-1980
2844,AZI6476-2844,9497,101,O04335063,Jonathan Sims,Estadounidense,13-04-1974,11,Economica,VERDADERO,T18212951,Joel Compton,Argentina,03-03-1991
2597,KAI7891-2597,4866,133,N15841852,John Mcneil,Chilena,15-06-1981,8,Ejecutiva,FALSO,F70729457,Justin Hudson,Chilena,12-02-1994
2262,COG7539-2262,7726,111,F69466449,Jennifer Eaton,Chilena,29-08-1995,28,Economica,VERDADERO,F69466449,Jennifer Eaton,Chilena,29-08-1995
1749,KAI7891-1749,148,133,I63697476,Emily Sullivan,Venezolana,25-07-1991,26,Economica,FALSO,Y38354449,Nicole Petty,Estadounidense,07-02-1988
4800,ADC6283-4800,8291,127,I78807927,Robert Kelly,Chilena,26-02-1975,20,Primera clase,FALSO,I78807927,Robert Kelly,Chilena,26-02-1975
4646,NCY5615-4646,7073,116,I19062847,Christopher Garcia,Chilena,06-12-1986,5,Economica,VERDADERO,Z09262256,Joseph Wilson,Uruguaya,28-07-1993
3394,QAF4466-3394,1065,126,J46610530,Andrew Torres,Alemana,01-12-1981,26,Economica,FALSO,S05106445,Gregory Andrade,Mexicana,20-12-1984
3405,BTA8394-3405,4849,128,G69357980,Jerry Park,Argentina,28-06-1980,23,Primera clase,FALSO,X49704522,James Rojas,Chilena,29-05-1986
4064,XLE3285-4064,4193,125,X66304032,Victoria Odom,Francesa,04-12-1986,15,Economica,VERDADERO,N49905893,Emma Scott,Chilena,29-07-1989
4660,EAL8271-4660,2163,117,V79731274,Corey Elliott,Venezolana,04-10-1979,20,Economica,VERDADERO,H23592194,Ethan Gilbert,Uruguaya,30-12-1975
873,KAI7891-0873,9807,133,Y05451726,Kathleen Johnson,Chilena,24-02-1973,7,Economica,FALSO,T72132858,Kathy Luna,Chilena,13-07-1990
3366,IBE8751-3366,6581,124,D46250570,Michael Mcdaniel,Venezolana,04-11-1994,14,Ejecutiva,FALSO,X49704522,James Rojas,Chilena,29-05-1986
1007,COG3144-1007,6515,98,Z09262256,Joseph Wilson,Uruguaya,28-07-1993,13,Economica,VERDADERO,J86333952,Leslie Howard,Venezolana,22-09-1971
174,LUD5927-0174,6357,102,I78807927,Robert Kelly,Chilena,26-02-1975,14,Economica,FALSO,I78807927,Robert Kelly,Chilena,26-02-1975
2271,XLE5111-2271,1179,112,P84627985,Meghan Davis,Chilena,15-11-1970,9,Ejecutiva,FALSO,F89276118,Todd Wilkins,Italiana,30-01-1991
4523,KEA7139-4523,2006,113,L56496275,Cheryl Bolton,Uruguaya,16-12-1972,28,Economica,FALSO,W23173820,Gabrielle Alvarez,Argentina,04-11-1992
629,EAL7933-0629,8752,123,I63697476,Emily Sullivan,Venezolana,25-07-1991,25,Economica,VERDADERO,P34583903,Kelsey Huff,Estadounidense,08-08-1972
1975,COG3144-1975,6070,98,R10584802,John Luna,Chilena,04-11-1983,15,Economica,FALSO,Y13424296,Katherine Perez,Mexicana,29-07-1978
2625,LAW1134-2625,90,97,N47846939,John Lee,Italiana,25-01-1996,3,Economica,VERDADERO,U37349664,Diane Ritter,Venezolana,05-05-1996
4263,LAT5532-4263,4776,100,V03976673,Mark Greene,Chilena,09-12-1998,8,Economica,FALSO,T72132858,Kathy Luna,Chilena,13-07-1990
3366,IBE8751-3366,6996,124,D46250570,Michael Mcdaniel,Venezolana,04-11-1994,2,Economica,FALSO,K07643594,Suzanne Goodman,Chilena,16-11-1987
2133,LAW6351-2133,1090,105,Y13424296,Katherine Perez,Mexicana,29-07-1978,22,Ejecutiva,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,10-11-1989
2633,COG3144-2633,5203,98,I19062847,Christopher Garcia,Chilena,06-12-1986,9,Economica,FALSO,,,,
1051,AZI6476-1051,9059,101,Z87364523,Samantha Martin,Alemana,26-03-1981,5,Economica,VERDADERO,T72132858,Kathy Luna,Chilena,13-07-1990
4265,AZI6476-4265,1968,101,Q62966391,Patricia Parker,Mexicana,07-08-1994,21,Ejecutiva,FALSO,L87663260,Heather Bolton,Estadounidense,17-09-1982
1975,COG3144-1975,7107,98,R10584802,John Luna,Chilena,04-11-1983,20,Economica,FALSO,Y88079794,Gregory Bradley,Chilena,18-04-1986
4004,EAL7933-4004,4165,123,I71542181,Alfred Martin Jr.,Chilena,10-11-1989,27,Economica,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,10-11-1989
2543,COG4299-2543,1548,129,N49905893,Emma Scott,Chilena,29-07-1989,26,Primera clase,FALSO,N55362278,Laura Marshall,Chilena,19-05-1991
3887,NCY5615-3887,9607,116,V03976673,Mark Greene,Chilena,09-12-1998,31,Economica,FALSO,K07643594,Suzanne Goodman,Chilena,16-11-1987
2220,LAM9554-2220,7617,109,L87663260,Heather Bolton,Estadounidense,17-09-1982,16,Ejecutiva,VERDADERO,P11550487,Maria Perez,Francesa,11-08-1996
1155,QAF6392-1155,3107,106,Q62966391,Patricia Parker,Mexicana,07-08-1994,20,Primera clase,FALSO,X49704522,James Rojas,Chilena,29-05-1986
221,QAF6392-0221,927,106,F69466449,Jennifer Eaton,Chilena,29-08-1995,13,Primera clase,VERDADERO,F69466449,Jennifer Eaton,Chilena,29-08-1995
834,LRC9669-0834,707,130,J46610530,Andrew Torres,Alemana,01-12-1981,10,Economica,VERDADERO,N55362278,Laura Marshall,Chilena,19-05-1991
1970,LAW1134-1970,9352,97,Z87364523,Samantha Martin,Alemana,26-03-1981,18,Ejecutiva,VERDADERO,L87663260,Heather Bolton,Estadounidense,17-09-1982
4926,LAM9574-4926,7305,131,A17367163,Jane Berger,Italiana,29-05-1987,17,Ejecutiva,VERDADERO,D46250570,Michael Mcdaniel,Venezolana,04-11-1994
2440,ETA6742-2440,7103,120,T18212951,Joel Compton,Argentina,03-03-1991,12,Ejecutiva,VERDADERO,T18212951,Joel Compton,Argentina,03-03-1991
3147,KEA7139-3147,3360,113,J39937043,Danielle Johnson,Mexicana,18-12-1981,24,Ejecutiva,VERDADERO,Q76465555,Isaiah Wood,Francesa,05-11-1980
4727,LUD7177-4727,4588,121,Z09262256,Joseph Wilson,Uruguaya,28-07-1993,14,Ejecutiva,VERDADERO,J47009281,Susan Stewart MD,Estadounidense,08-02-1997
3396,ADC6283-3396,8335,127,H44001820,Ann Robertson,Venezolana,27-04-1998,16,Economica,FALSO,K07643594,Suzanne Goodman,Chilena,16-11-1987
2276,KEA7139-2276,1929,113,R17782317,Zachary Davenport,Venezolana,29-12-1971,14,Ejecutiva,VERDADERO,R17782317,Zachary Davenport,Venezolana,29-12-1971
4209,XLE7933-4209,81,95,M25657749,Casey Bennett,Estadounidense,12-03-1984,20,Economica,VERDADERO,T18212951,Joel Compton,Argentina,03-03-1991
4634,KAI3589-4634,8309,115,T72132858,Kathy Luna,Chilena,13-07-1990,19,Primera clase,VERDADERO,Q76465555,Isaiah Wood,Francesa,05-11-1980
4150,BTA8394-4150,2766,128,N15841852,John Mcneil,Chilena,15-06-1981,29,Economica,VERDADERO,G15489494,Anthony Francis,Argentina,13-02-1988
174,LUD5927-0174,8435,102,I78807927,Robert Kelly,Chilena,26-02-1975,27,Economica,VERDADERO,S03830222,Amanda Andrade,Italiana,06-11-1993
3978,LUD7177-3978,9739,121,G15489494,Anthony Francis,Argentina,13-02-1988,17,Ejecutiva,VERDADERO,I63697476,Emily Sullivan,Venezolana,25-07-1991
1678,ADC6283-1678,4775,127,N47846939,John Lee,Italiana,25-01-1996,26,Economica,VERDADERO,N47846939,John Lee,Italiana,25-01-1996
3298,LUD7177-3298,7542,121,C59429415,Brian Garcia,Chilena,20-04-1992,8,Ejecutiva,FALSO,F70729457,Justin Hudson,Chilena,12-02-1994
4727,LUD7177-4727,4792,121,Z09262256,Joseph Wilson,Uruguaya,28-07-1993,13,Ejecutiva,FALSO,K07643594,Suzanne Goodman,Chilena,16-11-1987
2301,EAL8271-2301,7215,117,W23173820,Gabrielle Alvarez,Argentina,04-11-1992,24,Economica,FALSO,W23173820,Gabrielle Alvarez,Argentina,04-11-1992
4064,XLE3285-4064,8737,125,X66304032,Victoria Odom,Francesa,04-12-1986,13,Ejecutiva,VERDADERO,R17782317,Zachary Davenport,Venezolana,29-12-1971
2054,BTA9626-2054,5672,103,J39937043,Danielle Johnson,Mexicana,18-12-1981,8,Economica,VERDADERO,Z87364523,Samantha Martin,Alemana,26-03-1981
3836,ETA7128-3836,4668,114,F15206543,Kristen Harris,Chilena,25-11-1972,13,Economica,FALSO,T72132858,Kathy Luna,Chilena,13-07-1990
4372,IBE2338-4372,9630,104,L97895867,Sarah Williams,Uruguaya,06-11-1992,7,Primera clase,FALSO,L97895867,Sarah Williams,Uruguaya,06-11-1992
2540,ADC6283-2540,5030,127,T18212951,Joel Compton,Argentina,03-03-1991,30,Primera clase,FALSO,N68461604,Gary Vasquez,Chilena,21-11-1984
894,XLE7933-0894,7883,95,S05106445,Gregory Andrade,Mexicana,20-12-1984,30,Ejecutiva,VERDADERO,S05106445,Gregory Andrade,Mexicana,20-12-1984
2414,ADC8249-2414,8296,119,D46250570,Michael Mcdaniel,Venezolana,04-11-1994,16,Economica,VERDADERO,F23633774,Amanda Ruiz,Francesa,09-07-1977
1726,LAM9574-1726,6576,131,J46610530,Andrew Torres,Alemana,01-12-1981,2,Economica,VERDADERO,O41678476,Andrew Malone,Argentina,24-06-1996
2578,LAT2175-2578,8371,132,Y88079794,Gregory Bradley,Chilena,18-04-1986,23,Economica,VERDADERO,O04335063,Jonathan Sims,Estadounidense,13-04-1974
736,XLE3285-0736,4956,125,D64763364,James Johnson,Chilena,09-06-1994,11,Economica,FALSO,,,,
1515,NCY1133-1515,6869,122,C63211080,Brian Mitchell,Chilena,04-05-1983,27,Economica,FALSO,X91486662,Heather Smith,Chilena,13-11-1976
3772,UAN2881-3772,7558,108,X84322989,Mr. Russell Abbott,Chilena,16-11-1984,30,Economica,FALSO,S03830222,Amanda Andrade,Italiana,06-11-1993
1016,UAN2468-1016,4985,99,F09235820,Katrina Frye,Chilena,11-10-1995,6,Primera clase,FALSO,O01507856,James Hunter,Chilena,14-05-1995
4158,COG4299-4158,9966,129,P11550487,Maria Perez,Francesa,11-08-1996,24,Primera clase,FALSO,N68461604,Gary Vasquez,Chilena,21-11-1984
4758,NCY1133-4758,5129,122,J39937043,Danielle Johnson,Mexicana,18-12-1981,20,Economica,FALSO,J39937043,Danielle Johnson,Mexicana,18-12-1981
2515,QAF4466-2515,2382,126,T18212951,Joel Compton,Argentina,03-03-1991,21,Economica,VERDADERO,T18212951,Joel Compton,Argentina,03-03-1991
2123,IBE2338-2123,4249,104,J46610530,Andrew Torres,Alemana,01-12-1981,12,Economica,FALSO,J46610530,Andrew Torres,Alemana,01-12-1981
4470,LRC4743-4470,8880,110,X84322989,Mr. Russell Abbott,Chilena,16-11-1984,27,Ejecutiva,VERDADERO,X84322989,Mr. Russell Abbott,Chilena,16-11-1984
1155,QAF6392-1155,4462,106,Q62966391,Patricia Parker,Mexicana,07-08-1994,28,Primera clase,VERDADERO,Q62966391,Patricia Parker,Mexicana,07-08-1994
843,LAT2175-0843,7472,132,G69357980,Jerry Park,Argentina,28-06-1980,13,Ejecutiva,FALSO,G69357980,Jerry Park,Argentina,28-06-1980
4247,UAN2468-4247,7594,99,N49905893,Emma Scott,Chilena,29-07-1989,27,Primera clase,FALSO,L97895867,Sarah Williams,Uruguaya,06-11-1992
3059,COG7539-3059,1545,111,J33947155,Amanda Mccarthy,Venezolana,25-08-1995,32,Economica,FALSO,J33947155,Amanda Mccarthy,Venezolana,25-08-1995
1642,QAF4466-1642,994,126,V79731274,Corey Elliott,Venezolana,04-10-1979,29,Ejecutiva,FALSO,V79731274,Corey Elliott,Venezolana,04-10-1979
3543,LAW6318-3543,9017,96,N55362278,Laura Marshall,Chilena,19-05-1991,21,Primera clase,FALSO,R10584802,John Luna,Chilena,04-11-1983
1007,COG3144-1007,6779,98,Z09262256,Joseph Wilson,Uruguaya,28-07-1993,29,Primera clase,FALSO,S03830222,Amanda Andrade,Italiana,06-11-1993
